"book_id","dua_global_id","ID","dua_segment_id","top","arabic_diacless","arabic","transliteration","translations","bottom","reference","app_reference"
"1","50","23.1","","","اللٰهم صل علٰى محمد، وعلٰى اٰل محمد، كما صليت علٰى ابراهيم، وعلٰى اٰل ابراهيم، انك حميد مجيد، اللٰهم بارك علٰى محمد وعلٰى اٰل محمد، كما باركت علٰى ابراهيم وعلٰى اٰل ابراهيم، انك حميد مجيد","اَللّٰهُمَّ صَلِّ عَلٰى مُحَمَّدٍ، وَعَلٰٓى اٰلِ مُحَمَّدٍ، كَمَا صَلَّيتَ عَلٰٓى اِبْرَاهِيمَ، وَعَلٰٓى اٰلِ اِبْرَاهِيْمَ، اِنَّكَ حَمِيْدٌ مَجِيْدٌ، اَللّٰهُمَّ بَارِكْ عَلٰى مُحَمَّدٍ وَّعَلٰٓى اٰلِ مُحَمَّدٍ، كَمَا بَارَكْتَ عَلٰٓى اِبْرَاهِيمَ وَعَلٰٓى اٰلِ اِبْرَاهِيمَ، اِنَّكَ حَمِيْدٌ مَجِيْدٌ","আল্লা-হুম্মা সাল্লি ‘আলা মুহাম্মাদিউওয়া ‘আলা আ-লি মুহাম্মাদিন কামা সাল্লাইতা ‘আলা ইবরাহীমা ওয়া ‘আলা আ-লি ইব্রাহীমা ইন্নাকা হামীদুম মাজীদ। আল্লা-হুম্মা বারিক ‘আলা মুহাম্মাদিউওয়া ‘আলা আলি মুহাম্মাদিন, কামা বা-রাকতা ‘আলা ইব্রাহীমা ওয়া ‘আলা আ-লি ইব্রাহীমা ইন্নাকা হামীদুম্ মাজীদ","হে আল্লাহ! আপনি (আপনার নিকটস্থ উচ্চসভায়) মুহাম্মাদকে সম্মানের সাথে স্মরণ করুন এবং তাঁর পরিবার-পরিজনকে, যেমন আপনি সম্মানের সাথে স্মরণ করেছেন ইবরাহীমকে ও তাঁর পরিবার-পরিজনদেরকে। নিশ্চয় আপনি অত্যন্ত প্রশংসিত ও মহামহিমান্বিত। হে আল্লাহ! আপনি মুহাম্মাদ ও তাঁর পরিবার পরিজনের উপর বরকত নাযিল করুন যেমন আপনি বরকত নাযিল করেছিলেন ইবরাহীম ও তাঁর পরিবার-পরিজনের উপর। নিশ্চয় আপনি অত্যন্ত প্রশংসিত ও মহামহিমান্বিত","","বুখারী, (ফাতহুল বারীসহ) ৬/৪০৮, নং ৩৩৭০; মুসলিম, নং ৪০৬।","2:1:60:49,2:1:65:319,2:1:80:54,2:2:4:70,2:3:13:109,2:4:2:589,2:6:5:102,2:6:5:104,2:3:13:110,2:3:13:111,2:3:13:112,2:3:13:113,2:4:2:587,2:5:3:31,2:1:80:55,2:2:4:69,2:3:13:107,2:5:47:323,2:7:9:75,2:9:15:9,2:9:15:10"
"1","51","23.2","","","اللٰهم صل علٰى محمد وعلٰى ازواجهٖ وذريتهٖ، كما صليت علٰى اٰل ابراهيم، وبارك علٰى محمد وعلٰى ازواجهٖ وذريتهٖ، كما باركت علٰى اٰل ابراهيم، انك حميد مجيد","اَللّٰهُمَّ صَلِّ عَلٰى مُحَمَّدٍ وَّعَلٰٓى اَزْوَاجِهٖ وَذُرِّيَّتِهٖ، كَمَا صَلَّيْتَ عَلٰٓى اٰلِ اِبْرَاهِيْمَ، وَبَارِكْ عَلٰى مُحَمَّدٍ وَّعَلٰٓى اَزْوَاجِهٖ وَذُرِّيَّتِهٖ، كَمَا بَارَكْتَ عَلٰٓى اٰلِ اِبْرَاهِيْمَ، اِنَّكَ حَمِيْدٌ مَجِيْدٌ","আল্লা-হুম্মা সাল্লি ‘আলা মুহাম্মাদিউওয়া ‘আলা আযওয়াজিহি ওয়া যুররিয়্যাতিহি কামা সাল্লাইতা ‘আলা আলি ইবরাহীমা, ওয়া বারিক ‘আলা মুহাম্মাদিউওয়া ‘আলা আযওয়াজিহি ওয়া যুররিয়্যাতিহি কামা বা-রাক্তা ‘আলা আ-লি ইব্রাহীমা ইন্নাকা হামীদুম মাজীদ","হে আল্লাহ! আপনি (আপনার নিকটস্থ উচ্চসভায়) মুহাম্মাদকে সম্মানের সাথে স্মরণ করুন এবং তাঁর স্ত্রীগণ ও তাঁর বংশধরকেও, যেমন আপনি সম্মানের সাথে স্মরণ করেছেন ইবরাহীমের পরিবার-পরিজনকে। আর আপনি মুহাম্মাদ এবং তাঁর স্ত্রীগণ ও তাঁর বংশধরের উপর বরকত নাযিল করুন যেমন আপনি বরকত নাযিল করেছিলেন ইবরাহীমের পরিবার- পরিজনের উপর। নিশ্চয় আপনি অত্যন্ত প্রশংসিত ও মহামহিমান্বিত","","বুখারী, (ফাতহুল বারীসহ) ৬/৪০৭, নং ৩৩৬৯; মুসলিম ১/৩০৬, নং ৪০৭। আর শব্দটি মুসলিমের।","2:2:4:73,2:1:60:48,2:1:80:57,2:4:2:590,2:7:9:74,2:9:15:11,2:6:5:103"
"1","52","24.1","","","اللٰهم اني اعوذ بك من عذاب القبر، ومن عذاب جهنم، ومن فتنة المحيا والممات، ومن شر فتنة المسيح الدجال","اَللّٰهُمَّ اِنِّيْ اَعُوْذُ بِكَ مِنْ عَذَابِ الْقَبْرِ، وَمِنْ عَذَابِ جَهَنَّمَ، وَمِنْ فِتْنَةِ الْمَحْيَا وَالْمَمَاتِ، وَمِنْ شَرِّ فِتْنَةِ الْمَسِيْحِ الدَّجَّالِ","আল্লা-হুম্মা ইন্নী আ‘ঊযু বিকা মিন ‘আযা-বিল ক্বাবরি ওয়া মিন ‘আযা-বি জাহান্নামা, ওয়া মিন ফিতনাতিল মাহ্ইয়া ওয়াল মামা-তি, ওয়া মিন শাররি ফিতনাতিল মাসীহিদ দাজ্জা-ল","হে আল্লাহ! আমি আপনার কাছে আশ্রয় চাচ্ছি কবরের আযাব থেকে, জাহান্নামের আযাব থেকে, জীবন-মৃত্যুর ফিতনা থেকে এবং মাসীহ দাজ্জালের ফিতনার অনিষ্টতা থেকে","","বুখারী ২/১০২, নং ১৩৭৭; মুসলিম ১/৪১২, নং ৫৮৮। আর শব্দ মুসলিমের।","2:2:5:162,2:3:50:78,2:3:50:79,2:3:50:87,2:4:2:595,2:4:8:127,2:5:48:125,2:7:15:35,2:1:23:130,2:3:50:82,2:3:50:91,2:3:50:93,2:4:2:594,2:6:5:107,2:9:16:16"
"1","53","24.2","","","اللٰهم اني اعوذ بك من عذاب القبر، واعوذ بك من فتنة المسيح الدجال، واعوذ بك من فتنة المحـيا والممات۔ اللٰهم اني اعوذ بك من الماثم والمغرم","اَللّٰهُمَّ اِنِّيْٓ اَعُوْذُ بِكَ مِنْ عَذَابِ الْقَبْرِ، وَاَعُوْذُ بِكَ مِنْ فِتْنَةِ الْمَسِيْحِ الدَّجَّالِ، وَاَعُوْذُ بِكَ مِنْ فِتْنَةِ الْمَحْـيَا وَالْمَمَاتِ۔ اَللّٰهُمَّ اِنِّيْ اَعُوْذُ بِكَ مِنَ الْمَاْثَمِ وَالْمَغْرَمِ","আল্লা-হুম্মা ইন্নী আ‘উযু বিকা মিন আযা-বিল ক্বাবরি, ওয়া আ‘উযু বিকা মিন ফিতনাতিল মাসীহিদ্ দাজ্জা-লি, ওয়া আ‘উযু বিকা মিন ফিতনাতিল মাহইয়া ওয়াল মামা-ত। আল্লা-হুম্মা ইন্নী আ‘উযু বিকা মিনাল মা’ছামি ওয়াল মাগরামি","হে আল্লাহ! আমি আপনার কাছে আশ্রয় চাই কবরের আযাব থেকে, আশ্রয় চাই মাসীহ দাজ্জালের ফিতনা থেকে এবং আশ্রয় চাই জীবন-মৃত্যুর ফিতনা থেকে। হে আল্লাহ! আমি আপনার কাছে আশ্রয় চাই পাপাচার ও ঋণের বোঝা থেকে","","বুখারী ১/২০২, নং ৮৩২; মুসলিম ১/৪১২, নং ৫৮৭।","2:2:5:163,2:3:13:131,2:4:2:490,2:1:23:130,2:3:21:244,2:3:50:87,2:4:8:12,2:7:15:35,2:1:56:39,2:1:80:62,2:1:80:64,2:1:80:73,2:1:80:85,2:2:5:170,2:3:21:247,2:3:50:63,2:3:50:79,2:3:50:85,2:4:2:595,2:4:8:125,2:5:48:125,2:5:48:198"
"1","54","24.3","","","اللٰهم اني ظلمت نفسي ظلما كثيرا، ولا يغفر الذنوب الا انت، فاغفر لي مغفرة من عندك وارحمني، انك انت الغفور الرحيم","اَللّٰهُمَّ اِنِّيْ ظَلَمْتُ نَفْسِيْ ظُلْمًا كَثِيرًا، وَلَا يَغْفِرُ الذُّنُوْبَ اِلَّآ اَنْتَ، فَاغْفِرْ لِيْ مَغْفِرَةً مِّنْ عِنْدِكَ وَارْحَمْنِيْ، اِنَّكَ اَنْتَ الْغَفُوْرُ الرَّحِيْمُ","আল্লা-হুম্মা ইন্নী যলামতু নাফসী যুলমান কাসীরা। ওয়ালা ইয়াগফিরুয্ যুনূবা ইল্লা আনতা। ফাগফির লী মাগফিরাতাম মিন ‘ইনদিকা ওয়ারহামনী ইন্নাকা আনতাল গাফূরুর রাহীম","হে আল্লাহ! আমি আমার নিজের উপর অনেক যুলুম করেছি। আর আপনি ছাড়া গুনাহসমূহ কেউই ক্ষমা করতে পারে না। অতএব আমাকে আপনার পক্ষ থেকে বিশেষ ক্ষমা দ্বারা মাফ করে দিন, আর আমার প্রতি দয়া করুন; আপনিই তো ক্ষমাকারী, পরম দয়ালু","","বুখারী ৮/১৬৮, নং ৮৩৪; মুসলিম ৪/২০৭৮, নং ২৭০৫।","2:1:10:227,2:1:80:23,2:2:48:63,2:3:13:124,2:5:48:162,2:6:34:9,2:8:1:8,2:8:1:28,2:1:97:17"
"1","55","24.4","","","اللٰهم اغفر لي ما قدمت، وما اخرت، وما اسررت، وما اعلنت، وما اسرفت، وما انت اعلم بهٖ مني، انت المقدم، وانت المؤخر لا الٰه الا انت","اَللّٰهُمَّ اغْفِرْ لِيْ مَا قَدَّمْتُ، وَمَآ اَخَّرْتُ، وَمَآ اَسْرَرْتُ، وَمَآ اَعْلَنْتُ، وَمَآ اَسْرَفْتُ، وَمَآ اَنْتَ اَعْلَمُ بِهٖ مِنِّيْ، اَنْتَ الْمُقَدِّمُ، وَاَنْتَ الْمُؤَخِّرُ لَآ اِلٰهَ اِلَّا اَنْتَ","আল্লা-হুম্মাগফিরলী মা ক্বাদ্দামতু ওয়া মা আখ্‌খারতু ওয়া মা আসরারতু ওয়া মা আ’লান্তু ওয়া মা আসরাফ্‌তু ওয়া মা আনতা আল’লামু বিহী মিন্নী। আনতাল মুকাদ্দিমু ওয়া আনতাল মুআখখিরু লা ইলাহা ইল্লা আনতা","হে আল্লাহ! ক্ষমা করে দিন আমার গুনাহসমূহ— যা পূর্বে করেছি, যা পরে করেছি, যা আমি গোপন করেছি, যা প্রকাশ্যে করেছি, যা সীমালঙ্ঘন করে করেছি, আর যা আপনি আমার চেয়ে বেশি জানেন। আপনিই (কাউকে) করেন অগ্রগামী, আর আপনিই (কাউকে) করেন পশ্চাদগামী, আপনি ব্যতীত আর কোনো হক্ব ইলাহ নেই।","","মুসলিম ১/৫৩৪, নং ৭৭১","2:2:6:240,2:4:8:94,2:5:48:53,2:9:16:17"
"1","56","24.5","","","اللٰهم اعني علٰى ذكرك، وشكرك، وحسن عبادتك","اَللّٰهُمَّ اَعِنِّيْ عَلٰى ذِكْرِكَ، وَشُكْرِكَ، وَحُسْنِ عِبَادَتِكَ","আল্লা-হুম্মা আ‘ইন্নী ‘আলা যিকরিকা ও শুকরিকা ওয়াহুসনি ইবা-দাতিকা","হে আল্লাহ! আপনার যিক্‌র করতে, আপনার শুকরিয়া জ্ঞাপন করতে এবং সুন্দরভাবে আপনার ইবাদত করতে আমাকে সাহায্য করুন","","আবূ দাউদ ২/৮৬, নং ১৫২২; নাসাঈ ৩/৫৩, নং ২৩০২ আর শাইখ আলবানী সহীহ আবি দাঊদ ১/২৮৪ এটাকে সহীহ বলেছেন।","2:4:8:107"
"1","57","24.6","","","اللٰهم اني اعوذ بك من البخل، واعوذ بك من الجبن، واعوذ بك من ان ارد الٰى ارذل العمر، واعوذ بك من فتنة الدنيا وعذاب القبر","اَللّٰهُمَّ اِنِّيْٓ اَعُوْذُ بِكَ مِنَ الْبُخْلِ، وَاَعُوْذُ بِكَ مِنَ الْجُبْنِ، وَاَعُوْذُ بِكَ مِنْ اَنْ اُرَدَّ اِلٰٓى اَرْذَلِ الْعُمُرِ، وَاَعُوْذُ بِكَ مِنْ فِتْنَةِ الدُّنْيَا وَعَذَابِ الْقَبْرِ","আল্লা-হুম্মা ইন্নী আ‘উযু বিকা মিনাল বুখলি, ওয়া ‘আউযু বিকা মিনাল জুবনি, ওয়া আ‘উযু বিকা মিন আন উরাদ্দা ইলা আরযালিল্ ‘উমুরি, ওয়া আ‘ঊযু বিকা মিন্ ফিতনাতিদ দুনইয়া ও আযা-বিল ক্বাবরি","হে আল্লাহ! আমি আপনার আশ্রয় চাই কৃপণতা থেকে, আপনার আশ্রয় চাই কাপুরুষতা থেকে, আপনার আশ্রয় চাই চরম বার্ধক্যে উপনীত হওয়া থেকে, আর আপনার আশ্রয় চাই দুনিয়ার ফিতনা ও কবরের আযাব থেকে","","বুখারি, (ফাতহুল বারীসহ) ৬/৩৫, নং ২৮২২ ও নং ৬৩৯০।","2:1:80:71,2:3:50:51,2:3:50:52,2:1:56:38,2:1:80:62,2:1:80:67,2:1:80:85,2:3:50:18,2:3:50:20,2:5:48:198,2:1:80:68,2:3:21:244,2:3:50:69,2:3:50:70,2:3:50:79"
"1","58","24.7","","","اللٰهم اني اسالك الجنة واعوذ بك من النار","اَللّٰهُمَّ اِنِّيْٓ اَسْاَلُكَ الْجَنَّةَ وَاَعُوْذُ بِكَ مِنَ النَّارِ","আল্লা-হুম্মা ইন্নী আসআলুকাল জান্নাতা ওয়া আ‘উযু বিকা মিনান্নার","হে আল্লাহ! আমি আপনার কাছে জান্নাত চাই এবং জাহান্নাম থেকে আপনার কাছে আশ্রয় চাই","","আবূ দাউদ, নং ৭৯২; ইবন মাজাহ্‌ নং ৯১০। আরও দেখুন, সহীহ ইবন মাজাহ, ২/৩২৮।","2:4:2:402,2:12:16:140"
"1","59","24.8","1","","اللٰهم بعلمك الغيب وقدرتك على الخلق احيني ما علمت الحياة خيرا لي، وتوفني اذا علمت الوفاة خيرا لي، اللٰهم اني اسالك خشيتك في الغيب والشهادة","اَللّٰهُمَّ بِعِلْمِكَ الْغَيْبَ وَقُدْرَتِكَ عَلَى الْخَلْقِ اَحْيِنِيْ مَا عَلِمْتَ الْحَيَاةَ خَيْرًا لِّيْ، وَتَوَفَّنِيْ اِذَا عَلِمْتَ الْوَفَاةَ خَيْرًا لِيْ، اَللّٰهُمَّ اِنِّيْ اَسْاَلُكَ خَشْيَتَكَ فِيْ الْغَيْبِ وَالشَّهَادَةِ","আল্লা-হুম্মা বি‘ইলমিকাল গাইবি ওয়া কুদরাতিকা ‘আলাল খালক্বি আহয়িনী মা আলিম্‌তাল হায়া-তা খাইরাল্ লী ওয়া তাওয়াফ্‌ফানী ইযা আলিম্‌তাল ওয়াফা-তা খাইরাল লী। আল্লা-হুম্মা ইন্নী আসআলুকা খাশইয়াতাকা ফিল গাইবি ওয়াশ-শাহাদাতি","হে আল্লাহ! আপনার গায়েবী জ্ঞান এবং সকল সৃষ্টির উপর আপনার সার্বভৌম ক্ষমতার অসিলায় (চাই), আমাকে আপনি জীবিত রাখুন সে-সময় পর্যন্ত, যে সময় পর্যন্ত জীবিত থাকা আপনার জ্ঞানে আমার জন্য কল্যাণকর; আর আমাকে মৃত্যু দিন যখন আপনি জানেন যে, মৃত্যু আমার জন্য কল্যাণকর। হে আল্লাহ! আমি আপনার নিকট চাই গোপনে ও প্রকাশ্যে আপনাকে ভয় করা","","",""
"1","59","24.8","2","","واسالك كلمة الحق في الرضا والغضب، واسالك القصد في الغنٰى والفقر، واسالك نعيما لا ينفد، واسالك قرة عين لا تنقطع، واسالك الرضا بعد القضاء","وَاَسْاَلُكَ كَلِمَةَ الْحَقِّ فِيْ الرِّضَا وَالْغَضَبِ، وَاَسْاَلُكَ الْقَصْدَ فِيْ الْغِنٰى وَالْفَقْرِ، وَاَسْاَلُكَ نَعِيْمًا لَا يَنْفَدُ، وَاَسْاَلُكَ قُرَّةَ عَيْنٍ لَا تَنْقَطِعُ، وَاَسْاَلُكَ الرِّضَا بَعْدَ الْقَضَاءِ","ওয়া আসআলুকা কালিমাতাল হাক্বক্বি ফির-রিদা ওয়াল-গাদাবি। ওয়া আসআলুকাল কাসদা ফিল গিনা ওয়াল ফাক্বরি, ওয়া আসআলুকা না‘ঈমান লা ইয়ানফাদু, ওয়া আসআলুকা ক্বুররতা আইনিন লা তানকাতি‘উ, ওয়া আস্আলুকার-রিদা বা‘দাল কাদায়ে,","আপনার নিকট চাই সন্তুষ্টি ও ক্রোধ উভয় অবস্থায় সত্য কথা বলা; আপনার নিকট চাই দারিদ্র্যে ও প্রাচুর্যে ভারসাম্যপূর্ণ (মধ্যম) পন্থা। আপনার নিকট চাই এমন নে‘আমত, যা কখনো শেষ হবে না; আপনার নিকট চাই এমন নয়নাভিরাম বস্তু, যা কখনো বিচ্ছিন্ন হবে না। আর আমি আপনার নিকট চাই (তাকদীরের) ফয়সালার পর সন্তোষ;","","",""
"1","59","24.8","3","","واسـالك برد العيش بعد الموت، واسالك لذة النظر الى وجهك، والشوق الٰى لقائك في غير ضراء مضرة، ولا فتنة مضلة، اللٰهم زينا بزينة الايمان، واجعلنا هداة مهتدين","وَاَسْـاَلُكَ بَرْدَ الْعَيْشِ بَعْدَ الْمَوْتِ، وَاَسْاَلُكَ لَذَّةَ النَّظَرِ اِلَى وَجْهِكَ، وَالشَّوْقَ اِلٰى لِقَائِكَ فِيْ غَيْرِ ضَرَّاءَ مُضِرَّةٍ، وَلَا فِتْنَةٍ مُضِلَّةٍ، اَللّٰهُمَّ زَيِّنَا بِزِيْنَةِ الْاِيْمَانِ، وَاجْعَلْنَا هُدَاةً مُهْتَدِيْنَ","ওয়া আসআলুকা বারদাল ‘আইশি বা‘দাল মাওতি, ওয়া আসআলুকা লাযযাতান-নাযারি ইলা ওয়াজহিকা, ওয়াশ-শাওক্বা ইলা লিক্বাইকা, ফী গাইরি দাররাআ মুদিররাতিন ওয়ালা ফিতনাতিম মুদিল্লাহ। আল্লা-হুম্মা যাইইন্না বিযীনাতিল ঈমানি ওয়াজ‘আলনা হুদাতাম মুহতাদীন","আমি আপনার নিকট চাই মৃত্যুর পর প্রশান্ত জীবন। আমি আপনার নিকট চাই আপনার চেহারার প্রতি দৃষ্টিপাতের স্বাদ, আপনার নিকট চাই আপনার সাথে সাক্ষাৎ লাভের ব্যাকুলতা; এমন যে, তাতে থাকবে না কোনো ক্ষতিকর কষ্ট কিংবা ভ্রষ্টকারী ফেতনা। হে আল্লাহ! আপনি আমাদেরকে ঈমানের সৌন্দর্যে সৌন্দর্যমণ্ডিত করুন এবং আমাদেরকে হেদায়াত-প্রাপ্ত পথপ্রদর্শক বানান","","নাসাঈ ৩/৫৪, ৫৫, নং ১৩০৪; আহমাদ ৪/৩৬৪, নং ২১৬৬৬। আর শাইখ আলবানী সহীহুন নাসাঈ ১/২৮১ তে একে সহীহ বলেছেন।","2:3:13:127"
"1","60","24.9","","","اللٰهم اني اسالك يا اللٰه بانك الواحد الاحد الصمد الذي لم يلد ولم يولد، ولم يكن لهٗ كفوا احد، ان تغفر لي ذنوبي انك انت الغفور الرحيم","اَللّٰهُمَّ اِنِّيْٓ اَسْاَلُكَ يَا اَللّٰهُ بِاَنَّكَ الْوَاحِدُ الْاَحَدُ الصَّمَدُ الَّذِيْ لَمْ يَلِدْ وَلَمْ يُوْلَدْ، وَلَمْ يَكُنْ لَّهٗ كُفُوًا اَحَدٌ، اَنْ تَغْفِرَ لِيْ ذُنُوبِيْٓ اِنَّكَ اَنْتَ الْغَفُوْرُ الرَّحِّيْمُ","আল্লা-হুম্মা ইন্নী আসআলুকা ইয়া আল্লা-হু বিআন্নাকাল ওয়া-হিদুল আহাদুস্ সমাদুল্লাযী লাম ইয়ালিদ ওয়ালাম ইয়ূলাদ ওয়ালাম ইয়াকুল্লাহু কুফূওয়ান আহাদ, আন্ তাগফিরালী যুনূবী, ইন্নাকা আনতাল গাফূরুর রহীম","হে আল্লাহ! আপনিই একক, অদ্বিতীয়, অমুখাপেক্ষী; যিনি জন্ম দেন নি, জন্ম নেনও নি; আর যার সমকক্ষ কেউ নেই। তাই হে আল্লাহ! আমি আপনার কাছে চাই, যেন আপনি আমার সকল গুনাহ্‌ ক্ষমা করে দেন; নিশ্চয় আপনি অতীব ক্ষমাশীল, পরম দয়ালু","","নাসাঈ ৩/৫২, নং ১৩০০; শব্দ তাঁরই, আহমাদ ৪/৩৩৮, নং ১৮৯৭। আর আলবানী সহীহুন নাসাঈ ১/২৮০ তে একে সহীহ বলেছেন।",""
"1","61","24.10","","","اللٰهم اني اسالك بان لك الحمد لا الٰه الا انت وحدك لا شريك لك، المنان، يا بديع السماوات والارض يا ذا الجلال والاكرام، يا حي يا قيوم اني اسالك الجنة واعوذ بك من النار","اَللّٰهُمَّ اِنِّيْٓ اَسْاَلُكَ بِاَنَّ لَكَ الْحَمْدَ لَآ اِلٰهَ اِلَّآ اَنْتَ وَحْدَكَ لَا شَرِيْكَ لَكَ، الْمَنَّانُ، يَا بَدِيْعَ السَّمَاوَاتِ وَالْاَرْضِ يَا ذَا الْجَلَالِ وَالْاِكْرَامِ، يَا حَيُّ يَا قَيُّوْمُ اِنِّيْٓ اَسْاَلُكَ الْجَنَّةَ وَاَعُوْذُ بِكَ مِنَ النَّارِ","আল্লা-হুম্মা ইন্নী আসআলুকা বিআন্না লাকাল হামদু লা ইলা-হা ইল্লা আনতা ওয়াহদাকা লা শারীকা লাকাল মান্না-নু, ইয়া বাদী‘আস্ সামা-ওয়া-তি ওয়াল-আরদী, ইয়া যালজালা-লি ওয়াল-ইকরা-ম। ইয়া হাইয়্যু ইয়া কাইয়্যূমু, ইন্নী আসআলুকাল্ জান্নাতা ওয়া আ‘ঊযু বিকা মিনান্না-র","হে আল্লাহ! আমি আপনার কাছে চাই; কারণ, সকল প্রশংসা আপনার, কেবলমাত্র আপনি ছাড়া আর কোনো হক্ব ইলাহ নেই, আপনার কোনো শরীক নেই, সীমাহীন অনুগ্রহকারী; হে আসমানসমূহ ও যমীনের অভিনব স্রষ্টা! হে মহিমাময় ও মহানুভব! হে চিরঞ্জীব, হে চিরস্থায়ী-সর্বসত্তার ধারক! আমি আপনার কাছে জান্নাত চাই এবং জাহান্নাম থেকে আশ্রয় চাই।","আনাস (রা) বলেন, আমরা রাসূলুল্লাহ (স) এর সাথে বৃত্তাকারে বসে ছিলাম। এ সময় এক ব্যক্তি সালাত আদায় করছিল। সে সালাতের তাশাহহুদের পরে দু‘আর মধ্যে উপরের কথাগুলো বলল। তখন রাসূলুল্লাহ (স) বলেন:
“নিশ্চয় সে আল্লাহ্‌র কাছে তাঁর ইসমে আ’যম ধরে দু‘আ করেছে, যে নামে ডাকলে তিনি সাড়া দেন এবং যে নামে চাইলে তিনি প্রদান করেন।” হাদীসটির সনদ সহীহ।","হাদীসটি সুনানগ্রন্থকারগণ সকলে সংকলন করেছেন। আবূ দাউদ, নং ১৪৯৫; তিরমিযী, নং ৩৫৪৪; ইবন মাজাহ, নং ৩৮৫৮; নাসাঈ, নং ১২৯৯। আরও দেখুন, সহীহ ইবন মাজাহ, ২/৩২৯।",""
"1","62","24.11","","","اللٰهم اني اسالك باني اشهد انك انت اللٰه لا الٰه الا انت الاحد الصمد الذي لم يلد ولم يولد ولم يكن لهٗ كفوا احد","اَللّٰهُمَّ اِنِّيْٓ اَسْاَلُكَ بِاَنِّيْٓ اَشْهَدُ اَنَّكَ اَنْتَ اللّٰهُ لَآ اِلٰهَ اِلَّآ اَنْتَ الْاَحَدُ الصَّمَدُ الَّذِيْ لَمْ يَلِدْ وَلَمْ يُوْلَدْ وَلَمْ يَكُنْ لَّهٗ كُفُوًا اَحَدٌ","আল্লা-হুম্মা ইন্নী আসআলুকা বিআন্নী আশ্‌হাদু আন্নাকা আনতাল্লা-হু লা ইলা-হা ইল্লা আনতাল আহাদুস সামাদুল্লাযী লাম ইয়ালিদ ওয়া লাম ইয়ূলাদ ওয়া লাম ইয়াকুল্লাহু কুফুওয়ান আহাদ","হে আল্লাহ! আমি আপনার কাছে চাই। কেননা, আমি সাক্ষ্য দেই যে, নিশ্চয় আপনিই আল্লাহ, আপনি ছাড়া আর কোনো হক্ব ইলাহ নেই; আপনি একক সত্তা, অমুখাপেক্ষী—সকল কিছু আপনার মুখাপেক্ষী, যিনি কাউকে জন্ম দেন নি এবং জন্ম নেনও নি। আর যাঁর সমকক্ষ কেউ নেই","বুরাইদাহ (রা) বলেন, রাসূলুল্লাহ (স) দেখেন যে, এক ব্যক্তি সালাতরত অবস্থায় দু‘আয় উপরের কথাগুলো বলছে। তখন তিনি বলেন : “যার হাতে আমার জীবন তাঁর শপথ, নিশ্চয় এ ব্যক্তি আল্লাহ্‌র কাছে তাঁর ইসমু আ’যম ধরে প্রার্থনা করেছে, যে নাম ধরে ডাকলে তিনি সাড়া দেন এবং যে নাম ধরে চাইলে তিনি প্রদান করেন।” হাদীসটি সহীহ।","আবূ দাউদ ২/৬২, নং ১৪৯৩; তিরমিযী ৫/৫১৫, নং ৩৪৭৫; ইবন মাজাহ, ২/১২৬৭, নং ৩৮৫৭; নাসাঈ, নং ১৩০০, আর শব্দ তাঁরই; আহমাদ নং ১৮৯৭৪ আর শাইখ আলবানী সহীহ নাসাঈ ১/২৮০ তে একে সহীহ বলেছেন। তাছাড়া আরও দেখুন, সহীহ ইবন মাজাহ ২/৩২৯; সহীহ আত-তিরমিযী, ৩/১৬৩",""
"1","63","25.1","1","","استغفر اللٰه","اَسْتَغْفِرُ اللّٰهَ","আস্তাগফিরুল্লা-হ","আমি আল্লাহ্‌র নিকট ক্ষমা প্রার্থনা করছি।","","",""
"1","63","25.1","2","","اللٰهم انت السلام، ومنك السلام، تباركت يا ذا الجلال والاكرام","اَللّٰهُمَّ اَنْتَ السَّلَامُ، وَمِنْكَ السَّلَامُ، تَبَارَكْتَ يَا ذَا الْجَلَالِ وَالْاِكْرَامِ","আল্লা-হুম্মা আনতাস্ সালা-মু ওয়া মিনকাস্ সালা-মু তাবা-রক্তা ইয়া যালজালা-লি ওয়াল-ইকরা-ম","হে আল্লাহ! আপনি শান্তিময়। আপনার নিকট থেকেই শান্তি বর্ষিত হয়। আপনি বরকতময়, হে মহিমাময় ও সম্মানের অধিকারী!","","মুসলিম ১/৪১৪, নং ৫৯১","2:2:5:172,2:3:13:159,2:3:13:160,2:4:8:97,2:5:2:152,2:6:5:122,2:6:5:126,2:9:16:8,2:2:5:171,2:5:2:150"
"1","64","25.2","1","একবার বলবে,","لا الٰه الا اللٰه وحدهٗ لا شريك لهٗ، له الملك وله الحمد وهو علٰى كل شيء قدير","لَآ اِلٰهَ اِلَّا اللّٰهُ وَحْدَهٗ لَا شَرِيْكَ لَهٗ، لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ","লা ইলা-হা ইল্লাল্লা-হু ওয়াহদাহু লা শারীকা লাহু, লাহুল মূলকু ওয়া লাহুল হামদু, ওয়া হুয়া আলা কুল্লি শাই’ইন ক্বাদীর।","একমাত্র আল্লাহ ছাড়া কোনো হক্ব ইলাহ নেই, তাঁর কোনো শরীক নেই, রাজত্ব তাঁরই, সমস্ত প্রশংসাও তাঁর, আর তিনি সকল কিছুর উপর ক্ষমতাবান।","","",""
