"dua_global_id","dua_segment_id","word_id","arabic","bn"
"3","1","28","حَوْلَ","সামর্থ্য/ক্ষমতা"
"3","1","29","وَلَا","এবং নেই"
"3","1","30","قُوَّةَ","শক্তি"
"3","1","31","اِلَّا","ব্যতীত"
"3","1","32","بِاللّٰهِ","আল্লাহ"
"3","1","33","الْعَلِيِّ","সুউচ্চ"
"3","1","34","الْعَظِيْمِ،","সুমহান"
"3","1","35","رَبِّ","হে প্রভূ"
"3","1","36","اغْفِرْ","ক্ষমা করুন"
"3","1","37","لِيْ","আমাকে"
"4","1","0","اَلْحَمْدُ","সকল প্রশংসা"
"4","1","1","لِلّٰهِ","আল্লাহ্‌ এর জন্য"
"4","1","2","الَّذِيْ","যিনি"
"4","1","3","عَافَانِيْ","আমাকে নিরাপদ করেছেন"
"4","1","4","فِيْ","মাঝে"
"4","1","5","جَسَدِيْ،","দেহে"
"4","1","6","وَرَدَّ","ফিরিয়ে দিয়েছেন"
"4","1","7","عَلَيَّ","আমার নিকট"
"4","1","8","رُوْحِيْ،","আমার আত্মাকে"
"4","1","9","وَاَذِنَ","অনুমতি দিয়েছেন"
"4","1","10","لِيْ","আমাকে"
"4","1","11","بِذِكْرِهٖ","তাঁর যিকরের জন্য"
"5","1","0","اِنَّ","নিশ্চয়"
"5","1","1","فِىْ","মধ্যে রয়েছে"
"5","1","2","خَلْقِ","সৃষ্টিতে"
"5","1","3","السَّمٰوٰتِ","আসমান"
"5","1","4","وَالْاَرْضِ","ও যমীন"
"5","1","5","وَاخْتِلَافِ","পরিবর্তনে"
"5","1","6","الَّيْلِ","রাত"
"5","1","7","وَالنَّهَارِ","আর দিনের"
"5","1","8","لَاٰيٰتٍ","নিদর্শন রয়েছে"
"5","1","9","لِّاُوْلِى","সম্পন্ন"
"5","1","10","الْاَلْبَابِ","বোধ শক্তি"
"5","2","0","الَّذِيْنَ","যারা"
"5","2","1","يَذْكُرُوْنَ","স্মরণ করে"
"5","2","2","اللّٰهَ","আল্লাহ্‌ কে"
"5","2","3","قِيَامًا","দাঁড়িয়ে"
"5","2","4","وَّقُعُوْدًا","ও বসে"
"5","2","5","وَّعَلٰى","এবং উপর"
"5","2","6","جُنُوْبِهِمْ","তাদের পার্শ্ব সমূহের"
"5","2","7","وَيَتَفَكَّرُوْنَ","এবং তাঁরা চিন্তা ভাবনা করে"
"5","2","8","فِىْ","বিষয়ে"
"5","2","9","خَلْقِ","সৃষ্টির"
"5","2","10","السَّمٰوٰتِ","আসমানসমূহের"
"5","2","11","وَالْاَرْضِ‌ۚ","এবং যমীনের"
"5","2","12","رَبَّنَا","হে আমাদের রব!"
"5","2","13","مَا","নাই"
"5","2","14","خَلَقْتَ","সৃষ্টি করেন"
"5","2","15","هٰذَا","এটা"
"5","2","16","بَاطِلًاۚ","অনর্থক/অর্থহীন"
"5","2","17","سُبْحٰنَكَ","আপনি অত্যন্ত পবিত্র"
"5","2","18","فَقِنَا","অতএব আমাদেরকে রক্ষা করুন"
"5","2","19","عَذَابَ","শাস্তি"
"5","2","20","النَّارِ‏","আগুনের"
"5","3","0","رَبَّنَآ","হে আমাদের রব"
"5","3","1","اِنَّكَ","নিশ্চয় আপনি"
"5","3","2","مَنْ","যাকে"
"5","3","3","تُدْخِلِ","নিক্ষেপ/প্রবেশ করালেন"
"5","3","4","النَّارَ","আগুনে"
"5","3","5","فَقَدْ","নিশ্চয় তাহলে"
"5","3","6","اَخْزَيْتَهٗ ‌ؕ","তাকে হেয়/অপমানিত করলেন"
"5","3","7","وَمَا","এবং নাই"
"5","3","8","لِلظّٰلِمِيْنَ","যালেমদের জন্য"
"5","3","9","مِنْ","কোন"
"5","3","10","اَنْصَارٍ","সাহায্যকারী"
"5","4","0","رَبَّنَآ","হে আমাদের প্রভূ"
"5","4","1","اِنَّنَا","নিশ্চয় আমরা"
"5","4","2","سَمِعْنَا","আমরা শুনেছি"
"5","4","3","مُنَادِيًا","একজন আহবানকারীকে"
"5","4","4","يُّنَادِىْ","আহবান করতে"
"5","4","5","لِلْاِيْمَانِ","ঈমানের দিকে"
"5","4","6","اَنْ","যে"
"5","4","7","اٰمِنُوْا","তোমরা ঈমান আন"
"5","4","8","بِرَبِّكُمْ","তোমাদের প্রভূর প্রতি"
"5","4","9","فَاٰمَنَّا ۖ","তাই আমরা ঈমান এনেছি"
"5","4","10","رَبَّنَا","হে আমাদের প্রভূ"
"5","4","11","فَاغْفِرْ","অতএব মাফ করুন"
"5","4","12","لَنَا","আমাদের জন্য"
"5","4","13","ذُنُوْبَنَا","আমাদের গোনাহসমূহ"
"5","4","14","وَكَفِّرْ","এবং দুর করে দিন"
"5","4","15","عَنَّا","আমাদের থেকে"
"5","4","16","سَيِّاٰتِنَا","আমাদের দোষত্রুটিগুলো"
"5","4","17","وَتَوَفَّنَا","এবং আমাদের মৃত্যুদান করুন"
"5","4","18","مَعَ","সাথে"
"5","4","19","الْاَبْرَارِ","নেকলোকদের"
"5","5","0","رَبَّنَا","হে আমাদের রব"
"5","5","1","وَاٰتِنَا","এবং আমাদেরকে দান করুন"
"5","5","2","مَا","যা"
"5","5","3","وَعَدتَّنَا","আমাদেরকে দিতে প্রতিশ্রুতি দিয়েছেন"
"5","5","4","عَلٰى","নিকট"
"5","5","5","رُسُلِكَ","আপনার রাসূলগণের"
"5","5","6","وَلَا","এবং না"
"5","5","7","تُخْزِنَا","আমাদেরকে অপমান করবেন"
"5","5","8","يَوْمَ","দিন"
"5","5","9","الْقِيٰمَةِ ‌ؕ","কেয়ামতের"
"5","5","10","اِنَّكَ","নিশ্চয় আপনি"
"5","5","11","لَا","না"
"5","5","12","تُخْلِفُ","ব্যতিক্রম/খেলাফ করেন"
"5","5","13","الْمِيْعَادَ‏","প্রতিশ্রুতি/ওয়াদার"
"5","6","0","فَاسْتَجَابَ","অতঃপর সাড়া দিলেন"
"5","6","1","لَهُمْ","তাদেরকে"
"5","6","2","رَبُّهُمْ","তাদের রব"
"5","6","3","اَنِّىْ","নিশ্চয় আমি"
"5","6","4","لَآ","না"
"5","6","5","اُضِيْعُ","বিফল/নষ্ট করি"
"5","6","6","عَمَلَ","আমল"
"5","6","7","عَامِلٍ","কোনো আমলকারীর"
"5","6","8","مِّنْكُمْ","তোমাদের মধ্যে"
"5","6","9","مِّنْ","মধ্যে হতে"
"5","6","10","ذَكَرٍ","নরের"
"5","6","11","اَوْ","বা"
"5","6","12","اُنْثٰى‌‌ۚ","নারীর"
"5","6","13","بَعْضُكُمْ","তোমাদের একে"
"5","6","14","مِّنْۢ","হতে/অংশ"
"5","6","15","بَعْضٍ‌‌ۚ","অপরের (সম শ্রেণী ভুক্ত)"
"5","6","16","فَالَّذِيْنَ","সুতরাং যারা"
"5","6","17","هَاجَرُوْا","হিজরত করেছে"
"5","6","18","وَاُخْرِجُوْا","এবং উৎখাত/বহিস্কৃত হয়েছে"
"5","6","19","مِنْ","থেকে"
"5","6","20","دِيَارِهِمْ","তাদের ঘরবাড়ী"
"5","6","21","وَاُوْذُوْا","এবং নির্যাতিত হয়েছে"
"5","6","22","فِىْ","এ"
"5","6","23","سَبِيْلِىْ","আমার পথ"
"5","6","24","وَقٰتَلُوْا","এবং যুদ্ধ করেছে"
"5","6","25","وَقُتِلُوْا","ও নিহত হয়েছে"
"5","6","26","لَاُكَفِّرَنَّ","আমি অবশ্যই দূর করব"
"5","6","27","عَنْهُمْ","তাদের থেকে"
"5","6","28","سَيِّاٰتِهِمْ","তাদের পাপ কাজ/মন্দ কর্ম"
"5","6","29","وَلَاُدْخِلَنَّهُمْ","এবং অবশ্যই আমি তাদেরকে প্রবেশ করাব"
"5","6","30","جَنّٰتٍ","এমন জান্নাতে"
"5","6","31","تَجْرِىْ","প্রবাহিত হয়"
"5","6","32","مِنْ","থেকে"
"5","6","33","تَحْتِهَا","তার তলদেশ"
"5","6","34","الْاَنْهٰرُ‌ۚ","ঝর্নাধারা/নদী সমূহ"
"5","6","35","ثَوَابًا","পুরস্কার/প্রতিদান"
"5","6","36","مِّنْ","থেকে (এটা)"
"5","6","37","عِنْدِ","কাছ"
"5","6","38","اللّٰهِ ‌ؕ","আল্লাহ্‌র"
"5","6","39","وَاللّٰهُ","এবং আল্লাহ"
"5","6","40","عِنْدَهٗ","তাঁর নিকটই (আছে)"
"5","6","41","حُسْنُ","উত্তম"
"5","6","42","الثَّوَابِ‏","পুরস্কার/প্রতিফল"
"5","7","0","لَا","না"
"5","7","1","يَغُرَّنَّكَ","আপনাকে বিভ্রান্ত করে"
"5","7","2","تَقَلُّبُ","তাদের অবাধ বিচরণ (দম্ভ পূর্ন )"
"5","7","3","الَّذِيْنَ","যারা"
"5","7","4","كَفَرُوْا","কুফরী করেছে"
"5","7","5","فِى","মধ্যে"
"5","7","6","الْبِلَادِؕ","দেশে দেশে"
"5","8","0","مَتَاعٌ","এ তো স্বল্পকালীন"
"5","8","1","قَلِيْلٌ","উপভোগ/স্ফুর্তি মাত্র"
"5","8","2","ثُمَّ","অতঃপর"
"5","8","3","مَاْوٰىهُمْ","তাদের আবাস/ ঠিকানা হবে"
"5","8","4","جَهَنَّمُ‌ؕ","জাহান্নাম"
"5","8","5","وَبِئْسَ","এবং কতইনা নিকৃষ্ট"
"5","8","6","الْمِهَادُ‏","বিশ্রামস্থল/বাসস্থান"
"5","9","0","لٰكِنِ","কিন্তু"
"5","9","1","الَّذِيْنَ","যারা"
"5","9","2","اتَّقَوْا","ভয় করে"
"5","9","3","رَبَّهُمْ","তাদের রবকে"
"5","9","4","لَهُمْ","তাদের জন্য রয়েছে"
"5","9","5","جَنّٰتٌ","এমন জান্নাত"
"5","9","6","تَجْرِىْ","প্রবাহিত হয়"
"5","9","7","مِنْ","থেকে"
"5","9","8","تَحْتِهَا","তার তলদেশ"
"5","9","9","الْاَنْهٰرُ","ঝর্নাধারা/নদী সমূহ"
"5","9","10","خٰلِدِيْنَ","তারা চিরস্থায়ী হবে"
"5","9","11","فِيْهَا","তার মধ্যে"
"5","9","12","نُزُلًا","আতিথেয়তা"
"5","9","13","مِّنْ","থেকে"
"5","9","14","عِنْدِ","নিকট"
"5","9","15","اللّٰهِ‌ؕ","আল্লাহ্‌র"
"5","9","16","وَمَا","এবং যা আছে"
"5","9","17","عِنْدَ","নিকট"
"5","9","18","اللّٰهِ","আল্লাহ্‌র"
"5","9","19","خَيْرٌ","উত্তম"
"5","9","20","لِّلْاَبْرَارِ‏","সৎকর্মপরায়ণ/নেক লোকদের জন্য"
"5","10","0","وَاِنَّ","এবং নিশ্চয়"
"5","10","1","مِنْ","মধ্যে"
"5","10","2","اَهْلِ","আহলে"
"5","10","3","الْكِتٰبِ","কিতাবীদের"
"5","10","4","لَمَنْ","অবশ্যই যারা"
"5","10","5","يُّؤْمِنُ","ঈমান আনে"
"5","10","6","بِاللّٰهِ","আল্লাহ্‌র প্রতি"
"5","10","7","وَمَآ","এবং যা"
"5","10","8","اُنْزِلَ","অবতীর্ন হয়েছে"
"5","10","9","اِلَيْكُمْ","তোমাদের প্রতি"
"5","10","10","وَمَآ","এবং যা"
"5","10","11","اُنْزِلَ","অবতীর্ন হয়েছে"
"5","10","12","اِلَيْهِمْ","তাঁর প্রতি"
"5","10","13","خٰشِعِيْنَ","বিনয়াবনত হয়ে"
"5","10","14","لِلّٰهِ ۙ","আল্লাহর জন্য"
"5","10","15","لَا","না"
"5","10","16","يَشْتَرُوْنَ","তারা বিক্রি করে"
"5","10","17","بِاٰيٰتِ","আয়াত"
"5","10","18","اللّٰهِ","আল্লাহ্‌র"
"5","10","19","ثَمَنًا","মূল্যে"
"5","10","20","قَلِيْلًا ‌ؕ","তুচ্ছ/নগণ্য"
"5","10","21","اُو۟لٰۤئِكَ","এরা তারাই"
"5","10","22","لَهُمْ","তাদের জন্য"
"5","10","23","اَجْرُهُمْ","তাদের পুরস্কার রয়েছে"
"5","10","24","عِنْدَ","নিকট"
"5","10","25","رَبِّهِمْ‌ؕ","তাদের প্রভুর"
"5","10","26","اِنَّ","নিশ্চয়"
"5","10","27","اللّٰهَ","আল্লাহ"
"5","10","28","سَرِيْعُ","দ্রুত"
"5","10","29","الْحِسَابِ‏","হিসাব গ্রহণকারী"
"5","11","0","يٰٓاَيُّهَا","হে"
"5","11","1","الَّذِيْنَ","যারা"
"5","11","2","اٰمَنُوا","ঈমান এনেছো"
"5","11","3","اصْبِرُوْا","তোমরা ধৈর্য ধারণ কর"
"5","11","4","وَصَابِرُوْا","এবং ধৈর্যে প্রতিযোগিতা কর"
"5","11","5","وَرَابِطُوْا","এবং সদা প্রস্তুত থাক"
"5","11","6","وَاتَّقُوا","এবং ভয় কর"
"5","11","7","اللّٰهَ","আল্লাহকে"
"5","11","8","لَعَلَّكُمْ","সম্ভবত তোমরা"
"5","11","9","تُفْلِحُوْنَ","সফলকাম হবে"
"6","1","0","اَلْحَمْدُ","সকল হামদ-প্রশংসা"
"6","1","1","لِلّٰهِ","আল্লাহ্‌র জন্য"
"6","1","2","الَّذِيْ","যিনি"
"6","1","3","كَسَانِيْ","আমাকে পরিধান করিয়েছেন"
"6","1","4","هٰذَا","এটি"
"6","1","5","(الثَّوْبَ)","(কাপড়)"
"6","1","6","وَرَزَقَنِيْهِ","এবং তিনি আমাকে এটা দান করেছেন"
"6","1","7","مِنْ","হতে"
"6","1","8","غَيْرِ","ছাড়াই"
"6","1","9","حَوْلٍ","সামর্থ্য"
"6","1","10","مِنِّيْ","আমার পক্ষে"
"6","1","11","وَلَا","এবং না (কোনো)"
"6","1","12","قُوَّةٍ","শক্তি"
"7","1","0","اَللّٰهُمَّ","হে আল্লাহ্"
"7","1","1","لَكَ","আপনার জন্য"
"7","1","2","الْحَمْدُ","সকল প্রশংসা"
"7","1","3","اَنْتَ","আপনি"
"7","1","4","كَسَوْتَنِيْهِ،","আমাকে পরিয়েছেন"
"7","1","5","اَسْاَلُكَ","আপনার কাছে প্রার্থনা করি"
"7","1","6","مِنْ","থেকে"
"7","1","7","خَيْرِهٖ","এর কল্যাণ ( যা রয়েছে )"
"7","1","8","وَخَيْرِ","এবং কল্যাণ"
"7","1","9","مَا","যা"
"7","1","10","صُنِعَ","তৈরি হয়েছে ( যে কারনে)"
"7","1","11","لَهٗ،","তার"
"7","1","12","وَاَعُوْذُ","এবং আমি আশ্রয় চাই"
"7","1","13","بِكَ","আপনার নিকট"
"7","1","14","مِنْ","থেকে"
"7","1","15","شَرِّهٖ","তার অনিষ্ট"
"7","1","16","وَشَرِّ","এবং অনিষ্ট"
"7","1","17","مَا","যা"
"7","1","18","صُنِعَ","তৈরি হয়েছে ( যে কারনে)"
"7","1","19","لَهٗ","তার"
"9","1","0","اِلْبَسْ","পরিধান কর"
"9","1","1","جَدِيْدًا","নতুন পোশাক"
"9","1","2","وَعِشْ","এবং বেঁচে থাকো"
"9","1","3","حَمِيْدًا","প্রশংসিতরূপে"
"9","1","4","وَمُتْ","এবং মৃত্যু বরণ কর"
"9","1","5","شَهِيْدًا","শহীদ হয়ে"
"8","1","0","تُبْلِيْ","ক্ষয়/বিনষ্ট হবে"
"8","1","1","وَيُخْلِفُ","এবং স্থলাভিষিক্ত করবেন"
"8","1","2","اللّٰهُ","আল্লাহ"
"8","1","3","تَعَالٰى","যিনি মহান"
"10","1","0","بِسْمِ","নামে"
"10","1","1","اللّٰهِ","আল্লাহ্‌র"
"11","1","0","بِسْمِ","নামে"
"11","1","1","اللّٰهِ","আল্লাহ্‌র"
"11","2","0","اَللّٰهُمَّ","হে আল্লাহ"
"11","2","1","اِنِّيْ","নিশ্চয় আমি"
"11","2","2","اَعُوْذُ","আশ্রয় চাই"
"11","2","3","بِكَ","আপনার নিকট"
"11","2","4","مِنَ","থেকে"
"11","2","5","الْخُبْثِ","নর জিন ( দুষ্ট/অপবিত্র )"
"11","2","6","وَالْخَبَائِثِ","ও নারী জিন ( দুষ্ট/অপবিত্রা)"
"12","1","0","غُفْرَانَكَ","আপনার কাছে আমি ক্ষমাপ্রার্থী"
"13","1","0","بِسْمِ","নামে ( শুরু করছি )"
"13","1","1","اللّٰهِ","আল্লাহর"
"14","1","0","اَشْهَدُ","আমি সাক্ষ্য দিচ্ছি"
"14","1","1","اَنْ","যে"
"14","1","2","لَّآ","নাই (কোনো)"
"14","1","3","اِلٰهَ","মাবুদ/ইলাহ"
"14","1","4","اِلَّا","ছাড়া"
"14","1","5","اللّٰهُ","আল্লাহ"
"14","1","6","وَحْدَهٗ","তিনি এক"
"14","1","7","لَا","নাই (কোনো)"
"14","1","8","شَرِيْكَ","শরীক/অংশীদার"
"14","1","9","لَهٗ","তাঁর"
"14","1","10","وَاَشْهَدُ","এবং আমি সাক্ষ্য দিচ্ছি"
"14","1","11","اَنَّ","যে"
"14","1","12","مُحَمَّدًا","মুহাম্মাদ (সা:)"
"14","1","13","عَبْدُهٗ","তাঁর বান্দা"
"14","1","14","وَرَسُوْلُهٗ","ও তাঁর রাসূল"
"15","1","0","اَللّٰهُمَّ","হে আল্লাহ"
"15","1","1","اجْعَلْنِيْ","আমাকে অন্তর্ভুক্ত করুন"
"15","1","2","مِنَ","থেকে (মধ্যে)"
"15","1","3","التَّوَّابِيْنَ","তাওবাকারীদের"
"15","1","4","وَاجْعَلْنِيْ","এবং আমাকে অন্তর্ভুক্ত করুন"
"15","1","5","مِنَ","থেকে (মধ্যে)"
"15","1","6","الْمُتَطَهِّرِيْنَ","পবিত্রতা অর্জনকারীদের"
"16","1","0","سُبْحَانَكَ","আপনার পবিত্রতা ও মহিমা ঘোষণা করছি"
"16","1","1","اللّٰهُمَّ","হে আল্লাহ!"
"16","1","2","وَبِحَمْدِكَ،","এবং আপনার প্রশংসাসহ"
"16","1","3","اَشْهَدُ","আমি সাক্ষ্য দিচ্ছি"
"16","1","4","اَنْ","যে"
"16","1","5","لَّآ","নাই (কোনো)"
"16","1","6","اِلٰهَ","মাবুদ/ইলাহ"
"16","1","7","اِلَّآ","ছাড়া"
"16","1","8","اَنْتَ،","আপনি"
"16","1","9","اَسْتَغْفِرُكَ","আপনার কাছে ক্ষমা প্রার্থনা করছি"
"16","1","10","وَاَتُوْبُ","এবং তওবা করছি"
"16","1","11","اِلَيْكَ","আপনার নিকট"
"17","1","0","بِسْمِ","নামে (বের হচ্ছি)"
"17","1","1","اللّٰهِ،","আল্লাহ্‌র"
"17","1","2","تَوَكَّلْتُ","ভরসা করলাম"
"17","1","3","عَلَى","উপর"
"17","1","4","اللّٰهِ،","আল্লাহর"
"17","1","5","وَلَا","এবং নেই"
"17","1","6","حَوْلَ","সামর্থ্য/ক্ষমতা"
"17","1","7","وَلَا","এবং নেই"
"17","1","8","قُوَّةَ","শক্তি"
"17","1","9","اِلَّا","ব্যতীত"
"17","1","10","بِاللّٰهِ","আল্লাহ"
"18","1","0","اَللّٰـهُمَّ","হে আল্লাহ!"
"18","1","1","اِنِّيْٓ","নিশ্চয় আমি"
"18","1","2","اَعُوْذُ","আশ্রয় চাই"
"18","1","3","بِكَ","আপনার নিকট"
"18","1","4","اَنْ","যে"
"18","1","5","اَضِلَّ،","অন্যকে পথভ্রষ্ট না করতে"
"18","1","6","اَوْ","বা"
"18","1","7","اُضَلَّ،","পথভ্রষ্ট না হতে"
"18","1","8","اَوْ","অথবা"
"18","1","9","اَزِلَّ،","অন্যকে পদস্খলন না করতে"
"18","1","10","اَوْ","বা"
"18","1","11","اُزَلَّ،","পদস্খলিত না হতে"
"18","1","12","اَوْ","বা"
"18","1","13","اَظْلِمَ،","অন্যকে নির্যাতন করতে"
"18","1","14","اَوْ","অথবা"
"18","1","15","اُظْلَمَ،","অন্যের দ্বারা নির্যাতিত হতে"
"18","1","16","اَوْ","অথবা"
"18","1","17","اَجْهَلَ،","নিজে মুর্খতা না করতে"
"18","1","18","اَوْ","বা"
"18","1","19","يُجْهَلَ","মূর্খতা করা হতে"
"18","1","20","عَلَيَّ","অন্যের দ্বারা নিজের উপর"
"19","1","0","بِسْمِ","নামে"
"19","1","1","اللّٰهِ","আল্লাহর"
"19","1","2","وَلَجْنَا،","এবং আমরা প্রবেশ করলাম"
"19","1","3","وَبِسْمِ","নামে"
"19","1","4","اللّٰهِ","আল্লাহর"
"19","1","5","خَرَجْنَا،","আমরা বের হলাম"
"19","1","6","وَعَلَى","এবং উপরই"
"19","1","7","اللّٰهِ","আল্লাহর"
"19","1","8","رَبِّنَا","আমাদের পালনকর্তা"
"19","1","9","تَوَكَّلْنَا","আমরা ভরসা করলাম"
"20","1","0","اَللّٰهُمَّ","হে আল্লাহ!"
"20","1","1","اجْعَلْ","(দান) করুন"
"20","1","2","فِيْ","মধ্যে"
"20","1","3","قَلْبِيْ","আমার অন্তরের"
"20","1","4","نُوْرًا،","নূর/আলো"
"20","1","5","وَفِيْ","এবং মধ্যে"
"20","1","6","لِسَانِيْ","আমার জিহ্বায়/যবানে"
"20","1","7","نُوْرًا،","নূর/আলো"
"20","1","8","وَفِيْ","এবং মধ্যে"
"20","1","9","سَمْعِيْ","আমার শ্রবণশক্তির"
"20","1","10","نُوْرًا،","নূর/আলো"
"20","1","11","وَفِيْ","এবং মধ্যে"
"20","1","12","بَصَرِيْ","আমার দর্শনশক্তির"
"20","1","13","نُوْرًا،","নূর/আলো"
"20","1","14","وَمِنْ","এবং হতে"
"20","1","15","فَوْقِيْ","আমার উপর"
"20","1","16","نُوْرًا،","নূর/আলো"
"20","1","17","وَمِنْ","হতে এবং"
"20","1","18","تَحْتِيْ","আমার নীচে"
"20","1","19","نُوْرًا،","নূর/আলো"
"20","1","20","وَعَنْ","এবং দিকে"
"20","1","21","يَمِيْنِيْ","আমার ডানের"
"20","1","22","نُوْرًا،","নূর/আলো"
"20","1","23","وَعَنْ","এবং দিকে"
"20","1","24","شِمَالِيْ","আমার বামের"
"20","1","25","نُوْرًا،","নূর/আলো"
"20","1","26","وَمِنْ","এবং হতে"
"20","1","27","اَمَامِيْ","আমার সামনে"
"20","1","28","نُوْرًا،","নূর/আলো"
"20","1","29","وَمِنْ","এবং হতে"
"20","1","30","خَلْفِيْ","আমার পিছনে"
"20","1","31","نُوْرًا،","নূর/আলো"
"20","1","32","وَاجْعَلْ","(দান) করুন এবং"
"20","1","33","فِيْ","মধ্যে"
"20","1","34","نَفْسِيْ","আমার আত্মার"
"20","1","35","نُوْرًا،","নূর/আলো"
"20","1","36","وَاَعْظِمْ","এবং বিবর্ধিত করেদিন"
"20","1","37","لِيْ","আমার জন্য"
"20","1","38","نُوْرًا،","নূর/আলো"
"20","1","39","وَعَظِّمْ","এবং বর্ধিত/বাড়িয়ে দিন"
"20","1","40","لِيْ","আমার জন্য"
"20","1","41","نُوْرًا،","নূর/আলো"
"20","1","42","وَاجْعَلْ","এবং (নির্ধারণ) করুন"
"20","1","43","لِيْ","আমার জন্য"
"20","1","44","نُوْرًا،","নূর/আলো"
"20","1","45","وَاجْعَلْنِيْ","এবং আমাকে করুন"
"20","1","46","نُوْرًا،","নূর/আলো (আলোকময় )"
"20","1","47","اَللّٰهُمَّ","হে আল্লাহ!"
"20","1","48","اَعْطِنِيْ","আমাকে দান করুন"
"20","1","49","نُوْرًا،","নূর/আলো"
"20","1","50","وَاجْعَلْ","এবং (দান) করুন"
"20","1","51","فِيْ","মধ্যে"
"20","1","52","عَصَبِيْ","আমার স্নায়ুর"
"20","1","53","نُوْرًا،","নূর/আলো"
